host_response_rate,host_acceptance_rate,host_listings_count,latitude,longitude,city,zipcode,state,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
100%,,2.00,48.87045,2.33166,Paris,75002,Île-de-France,2,Entire home/apt,0,1,0,80 ,50,100,3,15,137
,,1.00,48.89244,2.33913,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,40 ,15,100,1,1125,0
100%,,2.00,48.86247,2.36679,Paris,75003,Île-de-France,2,Entire home/apt,0,0.5,1,40 ,10,100,3,31,63
,,1.00,48.88156,2.33311,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,50 ,,,2,15,1
100%,,2.00,48.85595,2.38878,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,48 ,30,350,3,90,86
100%,,1.00,48.83731,2.31754,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,80 ,40,500,4,30,11
,,1.00,48.87711,2.29166,Paris,75017,Île-de-France,4,Entire home/apt,2,1,2,110 ,30,400,2,50,3
,,1.00,48.87566,2.40124,Paris,75019,Île-de-France,3,Entire home/apt,0,1,1,33 ,0,200,30,60,13
100%,,4.00,48.8553,2.36466,Paris,75004,Île-de-France,5,Entire home/apt,2,1.5,3,350 ,150,1100,1,1125,25
,,1.00,48.84906,2.39762,Paris,75012,Île-de-France,5,Entire home/apt,2,1,3,65 ,30,150,2,50,6
,,2.00,48.87265,2.37897,Paris,75019,Île-de-France,2,Entire home/apt,1,1,1,47 ,25,150,3,21,4
,,1.00,48.83159,2.33551,Paris,75014,Île-de-France,2,Entire home/apt,0,1,1,80 ,50,100,20,1125,1
100%,,1.00,48.85287,2.38805,Paris,75011,Île-de-France,4,Entire home/apt,2,1,2,120 ,40,0,2,1125,31
93%,,19.00,48.85639,2.36598,Paris,75004,Île-de-France,4,Entire home/apt,2,1.5,2,350 ,60,500,2,1125,9
,,1.00,48.86865,2.38212,Paris,75020,Île-de-France,3,Entire home/apt,1,1,1,150 ,50,500,14,30,0
100%,,1.00,48.86722,2.37105,Paris,75011,Île-de-France,3,Entire home/apt,1,1,2,70 ,10,150,3,1125,47
100%,,1.00,48.88033,2.34374,Paris,75009,Île-de-France,2,Entire home/apt,0,1,1,62 ,15,200,3,1125,226
,,1.00,48.84832,2.37723,Paris,75012,Île-de-France,4,Entire home/apt,1,1,2,66 ,35,400,2,20,27
100%,,3.00,48.86787,2.34072,Paris,75002,Île-de-France,6,Entire home/apt,4,1,3,179 ,,,2,30,43
,,2.00,48.86015,2.38379,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,90 ,,,3,10,0
100%,,1.00,48.88112,2.32739,Paris,75009,Île-de-France,4,Private room,1,1,2,240 ,13,0,1,1125,10
,,1.00,48.86474,2.35474,Paris,75003,Île-de-France,2,Private room,1,1,1,75 ,40,500,1,1125,1
100%,,2.00,48.87003,2.35905,Paris,75010,Île-de-France,6,Entire home/apt,3,1,4,170 ,80,1000,7,90,36
100%,,1.00,48.85289,2.29018,Paris,75015,Île-de-France,3,Entire home/apt,1,1,0,39 ,0,500,6,8,72
,,2.00,48.89151,2.36284,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,50 ,,,4,1125,0
,,1.00,48.86323,2.3801,Paris,75011,Île-de-France,4,Entire home/apt,3,2,3,140 ,,,3,1125,1
0%,,1.00,48.87213,2.34499,Paris,75009,Île-de-France,2,Entire home/apt,0,1,1,49 ,19,90,2,1125,94
71%,,2.00,48.84397,2.32808,Paris,75006,Île-de-France,4,Entire home/apt,2,2,2,250 ,100,0,6,30,37
,,1.00,48.88933,2.34479,Paris,75018,Île-de-France,3,Entire home/apt,1,1,1,53 ,15,150,7,1125,24
40%,,1.00,48.8714,2.3742,Paris,75011,Île-de-France,3,Entire home/apt,1,1,1,90 ,20,,2,12,25
,,1.00,48.89427,2.33756,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,99 ,,,4,30,13
100%,,1.00,48.89512,2.34863,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,79 ,25,350,2,28,48
90%,,2.00,48.86913,2.34696,Paris,75002,Île-de-France,2,Private room,1,1,2,65 ,50,100,2,1125,2
,,1.00,48.84145,2.30413,Paris,75015,Île-de-France,2,Entire home/apt,1,5,1,120 ,,300,1,1125,0
100%,,1.00,48.82571,2.3451,Paris,75013,Île-de-France,2,Entire home/apt,1,1,1,99 ,49,300,1,4,30
100%,,1.00,48.88409,2.32358,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,99 ,30,250,3,1125,178
100%,,3.00,48.88145,2.32637,Paris,75008,Île-de-France,8,Entire home/apt,3,2,6,280 ,,,6,1125,31
100%,,1.00,48.83485,2.36,Paris,75013,Île-de-France,2,Entire home/apt,1,1.5,1,85 ,50,303,6,1125,16
50%,,1.00,48.83602,2.29138,Paris,75015,Île-de-France,2,Entire home/apt,0,1,1,44 ,20,,4,365,4
100%,,1.00,48.83427,2.2894,Paris,75015,Île-de-France,2,Entire home/apt,1,1,1,85 ,20,250,2,365,30
,,1.00,48.89552,2.32113,Paris,75017,Île-de-France,4,Entire home/apt,1,1,2,63 ,25,150,7,1125,0
,,1.00,48.83441,2.30946,Paris,75015,Île-de-France,2,Entire home/apt,0,1,2,80 ,,200,1,1125,0
100%,,1.00,48.87972,2.36551,Paris,75010,Île-de-France,4,Entire home/apt,3,1,3,115 ,65,400,3,60,1
,,1.00,48.82057,2.32545,Montrouge,92120,Île-de-France,1,Private room,1,1,2,100 ,,,1,21,0
,,1.00,48.84105,2.3272,Paris,75006,Île-de-France,4,Entire home/apt,2,1,2,72 ,50,200,2,1125,1
90%,,2.00,48.85263,2.34774,Paris,75005,Île-de-France,4,Entire home/apt,2,1,3,109 ,30,150,2,1125,50
,,1.00,48.86894,2.39483,Paris,75020,Île-de-France,5,Entire home/apt,2,1,3,250 ,44,500,14,1125,0
,,1.00,48.88679,2.30986,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,65 ,20,300,4,1125,1
100%,,1.00,48.83054,2.31415,Paris,75014,Île-de-France,3,Entire home/apt,1,1,1,95 ,30,500,1,120,79
,,1.00,48.82849,2.37325,Paris,75013,Île-de-France,3,Entire home/apt,1,1,1,72 ,,,1,1125,0
100%,,1.00,48.87029,2.36329,Paris,,Île-de-France,3,Entire home/apt,2,1,3,140 ,40,500,3,30,76
33%,,1.00,48.88542,2.35319,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,55 ,25,,5,1124,5
,,1.00,48.86782,2.37983,Paris,75011,Île-de-France,4,Entire home/apt,1,1,1,75 ,,,1,1125,15
,,1.00,48.874,2.3717,Paris,75010,Île-de-France,3,Entire home/apt,1,1,2,70 ,25,400,4,25,5
100%,,2.00,48.86626,2.37222,Paris,75011,Île-de-France,2,Entire home/apt,0,1,1,45 ,30,350,5,14,14
,,2.00,48.86721,2.35683,Paris,75003,Île-de-France,2,Entire home/apt,0,1,1,65 ,,300,4,30,15
,,1.00,48.88755,2.37797,Paris,75019,Île-de-France,6,Entire home/apt,2,1,6,150 ,70,500,7,60,3
100%,,3.00,48.84886,2.36825,Paris,75,Île-de-France,12,Entire home/apt,6,5,10,860 ,250,900,2,1125,101
100%,,1.00,48.85495,2.36126,Paris,75004,Île-de-France,3,Entire home/apt,0,1,1,90 ,20,,1,1125,352
,,1.00,48.89018,2.34395,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,150 ,30,300,1,1125,2
,,1.00,48.8638,2.29,Paris,75116,Île-de-France,3,Entire home/apt,2,1,2,110 ,,150,3,35,11
,,1.00,48.87739,2.3566,Paris,,Île-de-France,2,Entire home/apt,1,1,1,70 ,20,400,4,24,4
100%,,1.00,48.88901,2.3373,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,65 ,30,200,5,1125,94
,,1.00,48.85822,2.38604,Paris,75011,Île-de-France,3,Entire home/apt,1,1,2,51 ,20,350,4,85,21
13%,,3.00,48.89842,2.33179,Paris,75018,Île-de-France,2,Private room,1,1,1,58 ,15,100,2,21,7
100%,,2.00,48.86218,2.37619,Paris,75011,Île-de-France,7,Entire home/apt,2,1,4,120 ,20,600,4,1125,18
100%,,1.00,48.84859,2.32666,Paris,75006,Île-de-France,6,Entire home/apt,2,1,3,190 ,70,400,1,59,71
,,1.00,48.87281,2.37997,Paris,75019,Île-de-France,2,Entire home/apt,1,1,2,62 ,25,350,5,1125,0
100%,,3.00,48.86032,2.2987,Paris,75007,IDF,7,Entire home/apt,3,2,5,299 ,250,300,5,1125,88
100%,,1.00,48.84398,2.25811,Paris,75016,Île-de-France,2,Private room,1,1.5,1,130 ,50,3000,4,20,3
100%,,1.00,48.85556,2.32965,Paris,75007,Île-de-France,4,Entire home/apt,1,1,2,115 ,50,500,3,30,0
,,1.00,48.89113,2.34631,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,59 ,,,1,28,0
100%,,1.00,48.87886,2.29398,Paris,75017,Île-de-France,4,Entire home/apt,1,1,2,100 ,50,,1,1125,34
100%,,2.00,48.87458,2.28516,Paris,75116,Île-de-France,8,Entire home/apt,2,1,2,200 ,45,250,1,1125,71
60%,,1.00,48.88557,2.3933,Paris,75019,Île-de-France,5,Entire home/apt,3,1,3,89 ,50,600,2,7,11
67%,,1.00,48.87672,2.4013,Paris,75019,Île-de-France,2,Private room,1,1,1,55 ,,,1,1125,6
100%,,1.00,48.88943,2.38045,Paris,75019,Île-de-France,4,Entire home/apt,3,1,3,95 ,50,500,5,1125,27
100%,,3.00,48.86249,2.33445,Paris,75001,Île-de-France,10,Entire home/apt,4,4,5,440 ,80,400,2,1125,68
,,1.00,48.82881,2.3132,Paris,75014,Île-de-France,4,Entire home/apt,1,1,2,85 ,,,7,365,0
,,1.00,48.8655,2.38703,Paris,75020,Île-de-France,4,Entire home/apt,2,1,2,180 ,,,1,1125,0
57%,,1.00,48.84992,2.3469,Paris,75005,Île-de-France,2,Entire home/apt,1,1,1,38 ,16,91,1,967,75
100%,,1.00,48.88994,2.34261,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,170 ,,500,3,15,44
,,1.00,48.87892,2.40606,Paris,75020,Île-de-France,3,Entire home/apt,1,1,1,60 ,,,1,1125,0
,,1.00,48.87843,2.33877,Paris,75009,Île-de-France,2,Entire home/apt,0,1,1,70 ,30,500,5,1125,0
,,1.00,48.83254,2.31413,Paris,75014,Île-de-France,6,Entire home/apt,3,2,3,80 ,50,800,3,1125,0
,,1.00,48.87916,2.34128,Paris,75009,Île-de-France,2,Entire home/apt,,1,1,45 ,,300,5,1125,3
,,1.00,48.88019,2.37103,Paris,75019,Île-de-France,2,Private room,1,1,1,40 ,,,3,1125,3
100%,,2.00,48.85294,2.26924,Paris-16E-Arrondissement,75016,Île-de-France,1,Entire home/apt,1,0.5,1,35 ,30,300,14,1125,15
,,1.00,48.87739,2.38408,Paris,75019,Île-de-France,5,Entire home/apt,2,1,2,95 ,30,300,2,7,0
,,1.00,48.89133,2.34866,Paris,75018,Île-de-France,8,Entire home/apt,3,1,6,117 ,,,4,1125,4
100%,,2.00,48.85834,2.37233,Paris,75011,Île-de-France,4,Entire home/apt,1,1,3,110 ,45,0,3,1125,39
50%,,1.00,48.84666,2.35375,Paris,75005,Île-de-France,4,Entire home/apt,1,1,3,115 ,60,250,5,30,77
100%,,1.00,48.84674,2.40297,Paris,75012,Île-de-France,4,Entire home/apt,2,1,2,119 ,50,600,7,15,1
100%,,1.00,48.88574,2.39233,Paris,75019,Île-de-France,4,Entire home/apt,1,1.5,2,60 ,,300,2,15,55
90%,,1.00,48.88122,2.38912,Paris,75019,Île-de-France,2,Entire home/apt,1,1,0,55 ,,250,2,1125,54
,,1.00,48.8296,2.4013,Charenton Le Pont - limitrophe avec paris ,94220,Île-de-France,2,Entire home/apt,0,1,2,70 ,,,2,6,0
80%,,1.00,48.86687,2.34402,Paris,75002,Île-de-France,6,Entire home/apt,2,2,3,180 ,40,200,5,1124,16
100%,,1.00,48.83385,2.30876,Paris,75015,Île-de-France,4,Entire home/apt,2,1,3,120 ,,200,3,1125,4
,,2.00,48.84099,2.39904,Paris,75012,Île-de-France,4,Entire home/apt,2,1,2,60 ,,150,4,1125,3
,,1.00,48.87898,2.37835,PARIS,75019,Île-de-France,2,Entire home/apt,0,1,1,55 ,20,,2,21,0
,,1.00,48.87551,2.33688,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,130 ,,,1,1125,0
0%,,3.00,48.89145,2.38076,Paris,75019,Île-de-France,2,Entire home/apt,1,1,1,60 ,40,200,22,1125,1
100%,,1.00,48.86019,2.30865,Paris,75007,Île-de-France,2,Private room,1,1,1,85 ,65,350,7,28,129
,,1.00,48.8405,2.39347,Paris,75012,Île-de-France,2,Entire home/apt,1,1,1,75 ,50,200,5,10,0
100%,,1.00,48.8834,2.33959,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,145 ,30,500,4,30,12
100%,,2.00,48.89091,2.35308,Paris,75018,Île-de-France,4,Entire home/apt,1,1,1,65 ,,250,4,365,120
,,1.00,48.881,2.34559,Paris,75009,Île-de-France,3,Entire home/apt,2,1,3,125 ,20,300,2,10,1
,,1.00,48.86523,2.36985,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,50 ,15,,3,1125,5
,,1.00,48.89192,2.32884,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,60 ,,,5,1125,0
,,1.00,48.8945,2.38471,Paris,75019,Île-de-France,2,Entire home/apt,2,1,1,150 ,,,3,1125,0
60%,,1.00,48.87332,2.3899,Paris,75020,Île-de-France,2,Private room,1,1,0,35 ,15,200,2,30,84
100%,,1.00,48.86324,2.35882,Paris,75003,Île-de-France,6,Entire home/apt,3,1.5,5,260 ,95,500,3,1125,50
100%,,1.00,48.86012,2.27625,Paris,75016,Île-de-France,2,Entire home/apt,1,1,1,50 ,,,3,1125,24
100%,,1.00,48.83634,2.2987,Paris,75015,Île-de-France,2,Private room,1,1,1,50 ,0,200,2,5,101
67%,,1.00,48.85863,2.37761,Paris,75011,Île-de-France,2,Entire home/apt,0,1,1,60 ,,400,3,31,28
100%,,1.00,48.87456,2.36109,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,55 ,15,200,2,1125,68
,,1.00,48.83991,2.31498,Paris,75015,Île-de-France,2,Entire home/apt,1,1,1,140 ,,,6,1125,0
100%,,1.00,48.84424,2.31859,Paris,75015,Île-de-France,2,Entire home/apt,0,1,1,75 ,10,500,5,31,25
,,1.00,48.85997,2.34763,Paris,75001,Île-de-France,5,Entire home/apt,2,2,3,195 ,,450,4,1125,14
100%,,1.00,48.84706,2.29659,Paris,75015,Île-de-France,4,Entire home/apt,1,1,2,95 ,,400,21,1125,5
,,1.00,48.89191,2.31724,Paris,75017,Île-de-France,2,Entire home/apt,0,1,1,55 ,25,200,3,15,0
,,1.00,48.89091,2.37698,Paris,75019,Île-de-France,1,Private room,1,1,1,60 ,,,1,1125,0
100%,,1.00,48.87132,2.36381,Paris,75010,Île-de-France,3,Entire home/apt,2,1,2,110 ,36,1000,4,30,7
,,2.00,48.86935,2.38879,Paris,75020,Île-de-France,6,Entire home/apt,2,1,3,69 ,30,300,4,1125,3
,,1.00,48.89135,2.38289,Paris,75019,Île-de-France,6,Entire home/apt,2,1,3,75 ,,500,7,1125,3
,,1.00,48.88635,2.33626,Paris,75018,Île-de-France,4,Entire home/apt,2,1,2,50 ,,,10,25,25
,,1.00,48.88965,2.3778,Paris,75019,Île-de-France,4,Entire home/apt,3,1,3,70 ,40,,6,34,1
100%,,9.00,48.86588,2.34693,Paris,75002,Île-de-France,5,Entire home/apt,1,1,3,249 ,60,500,3,1125,32
100%,,2.00,48.82533,2.34686,Paris,75013,Île-de-France,2,Private room,1,1,1,60 ,8,0,1,2,7
100%,,2.00,48.86036,2.34752,Paris,75001,Île-de-France,4,Entire home/apt,2,1,3,83 ,30,600,30,1125,1
,,1.00,48.86254,2.40381,Paris,75020,Île-de-France,5,Entire home/apt,2,1,2,80 ,60,300,7,1125,0
91%,,1.00,48.85142,2.29976,Paris,75015,Île-de-France,4,Entire home/apt,1,1,1,110 ,,500,1,1125,163
,,1.00,48.83067,2.32276,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,59 ,20,500,2,1125,3
,,1.00,48.86977,2.37906,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,100 ,39,300,3,1124,1
,,1.00,48.88064,2.37204,Paris,75019,Île-de-France,5,Entire home/apt,3,1.5,3,110 ,45,300,3,30,1
100%,,1.00,48.84852,2.34752,Paris,75005,Île-de-France,3,Entire home/apt,1,1,2,90 ,40,250,3,1125,35
100%,,2.00,48.86998,2.35632,Paris,75010,Île-de-France,4,Entire home/apt,2,1,10,155 ,75,2000,4,30,45
,,1.00,48.8568,2.35541,Paris,75004,Île-de-France,5,Entire home/apt,2,2,3,175 ,50,800,2,1125,5
88%,,1.00,48.89708,2.34056,Paris,75018,Île-de-France,4,Entire home/apt,1,1,1,65 ,15,,2,10,24
100%,,2.00,48.88166,2.2994,Paris,75017,Île-de-France,2,Entire home/apt,0,1,1,58 ,25,0,5,1125,119
100%,,1.00,48.85579,2.33591,Paris,75006,Île-de-France,2,Entire home/apt,1,1,1,38 ,,,1,1125,45
,,1.00,48.86291,2.3753,Paris,75011,Île-de-France,2,Entire home/apt,1,1,2,60 ,10,,1,1125,0
,,1.00,48.88107,2.32313,Paris,75008,Île-de-France,4,Entire home/apt,2,2,3,200 ,,,1,1125,0
100%,,1.00,48.8711,2.38803,Paris,75020,Île-de-France,4,Entire home/apt,1,1,2,40 ,0,500,3,1125,56
100%,,1.00,48.85304,2.38147,Paris,75011,Île-de-France,7,Entire home/apt,2,1,3,180 ,,,2,15,27
100%,,1.00,48.87441,2.35357,Paris,75010,Île-de-France,4,Entire home/apt,3,1,3,140 ,50,800,7,30,37
100%,,1.00,48.89601,2.34288,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,57 ,,200,1,1125,118
,,1.00,48.88062,2.3947,Paris,75019,Île-de-France,6,Entire home/apt,3,2,3,199 ,,,3,1125,2
40%,,1.00,48.84524,2.26277,Paris,75016,Île-de-France,1,Entire home/apt,1,1,1,45 ,20,,1,1125,113
,,1.00,48.84953,2.32997,Paris,75007,Île-de-France,5,Entire home/apt,1,1,2,110 ,40,200,1,1125,84
50%,,1.00,48.85207,2.40234,Paris,75020,Île-de-France,2,Entire home/apt,1,1,2,52 ,0,200,2,20,27
,,1.00,48.89132,2.33374,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,95 ,30,200,3,38,3
,,1.00,48.86538,2.36921,Paris,75011,Île-de-France,1,Entire home/apt,0,1,1,40 ,0,500,4,8,4
,,1.00,48.87846,2.30051,Paris,75017,Île-de-France,5,Entire home/apt,2,1,2,139 ,25,250,3,1125,22
100%,,1.00,48.85932,2.30651,Paris,75007,Île-de-France,3,Entire home/apt,1,1,2,110 ,30,200,4,30,84
13%,,3.00,48.89967,2.33127,Paris,75018,Île-de-France,2,Private room,1,1,1,57 ,15,100,2,21,3
100%,,1.00,48.82413,2.32131,Paris,75014,Île-de-France,1,Private room,1,1.5,1,30 ,10,200,5,30,1
,,1.00,48.88393,2.34243,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,70 ,,250,4,45,0
100%,,2.00,48.86736,2.34832,Paris,75002,Île-de-France,3,Entire home/apt,0,1,2,105 ,0,300,30,300,476
,,1.00,48.88123,2.33155,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,75 ,25,100,1,1125,0
82%,,1.00,48.87771,2.29353,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,95 ,20,250,2,1125,182
,,3.00,48.86042,2.35384,Paris,75004,Île-de-France,3,Entire home/apt,0,1,1,95 ,30,200,2,25,2
,,1.00,48.89734,2.34247,Paris,75018,Île-de-France,5,Entire home/apt,2,1,3,99 ,25,250,3,20,0
,,1.00,48.86523,2.38125,Paris,75011,Île-de-France,2,Entire home/apt,1,0.5,1,70 ,,300,7,15,0
100%,,2.00,48.87804,2.33718,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,58 ,15,200,2,1125,39
100%,,3.00,48.85521,2.38176,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,60 ,10,200,6,1125,2
,,1.00,48.8758,2.3834,Paris,75019,Île-de-France,4,Entire home/apt,1,1,2,100 ,,150,3,45,2
,,1.00,48.86096,2.34838,Paris,75001,Île-de-France,6,Entire home/apt,2,2,2,169 ,50,600,6,1125,4
,,1.00,48.8868,2.32247,Paris,75017,Île-de-France,2,Entire home/apt,0,1,1,60 ,40,,3,365,0
,,1.00,48.83052,2.32424,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,89 ,20,2000,5,1125,10
,,0.00,48.88144,2.33241,Paris,75009,Île-de-France,4,Entire home/apt,1,1,1,66 ,16,200,2,1125,0
,,1.00,48.83965,2.35094,Paris,75005,Île-de-France,4,Entire home/apt,2,1,2,46 ,10,150,2,1125,2
,,1.00,48.88267,2.34689,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,113 ,60,1000,3,1125,1
100%,,1.00,48.88606,2.32055,Paris,75017,Île-de-France,4,Entire home/apt,2,1,3,90 ,,300,4,1125,12
,,1.00,48.84789,2.33079,Paris,75006,Île-de-France,5,Entire home/apt,2,2,2,529 ,0,4425,3,10,0
90%,,1.00,48.895,2.32074,Paris,75017,Île-de-France,6,Entire home/apt,3,2,4,145 ,40,700,3,1125,35
100%,,2.00,48.8482,2.29571,Paris,75015,Île-de-France,2,Entire home/apt,1,1,1,129 ,20,300,2,1124,401
,,1.00,48.84556,2.28749,Paris,75015,Île-de-France,2,Entire home/apt,0,1,1,70 ,20,200,3,1125,1
0%,,1.00,48.84819,2.38821,Paris,75012,Île-de-France,2,Entire home/apt,0,1,2,37 ,10,0,10,1125,7
100%,,2.00,48.83897,2.2953,Paris,75015,Île-de-France,4,Entire home/apt,2,1.5,3,250 ,200,1600,13,1125,14
,,1.00,48.87279,2.35541,Paris,75010,Île-de-France,2,Private room,1,1,1,30 ,25,100,2,1125,2
,,1.00,48.89431,2.3303,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,70 ,,500,1,8,2
,,1.00,48.89095,2.34794,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,80 ,,,1,1125,0
100%,,1.00,48.83616,2.35103,Paris,75013,Île-de-France,4,Entire home/apt,1,1,2,85 ,30,300,5,36,15
,,1.00,48.89289,2.35546,Paris,75018,Île-de-France,6,Entire home/apt,4,2,0,135 ,50,300,3,20,15
,,1.00,48.895,2.34064,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,90 ,,,1,1125,0
,,1.00,48.87301,2.358,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,60 ,30,200,1,1125,0
,,1.00,48.82246,2.35536,Paris,75013,Île-de-France,4,Entire home/apt,1,1,2,53 ,,,12,21,6
,,1.00,48.88063,2.32551,Paris,75008,Île-de-France,1,Private room,1,1,1,30 ,,,10,14,6
100%,,2.00,48.89141,2.35313,Paris,75018,Île-de-France,4,Entire home/apt,2,1,2,75 ,,300,4,1125,42
,,2.00,48.84384,2.29302,Paris,75015,Île-de-France,2,Entire home/apt,1,1,0,100 ,,,2,1125,1
62%,,1.00,48.87758,2.37531,Paris,75019,Île-de-France,5,Entire home/apt,1,1,3,100 ,80,150,2,1125,156
80%,,2.00,48.85426,2.37773,Paris,75011,Île-de-France,3,Private room,1,1,2,115 ,0,0,1,10,3
100%,,92.00,48.84574,2.35042,Paris,75005,Île-de-France,2,Entire home/apt,1,1,1,69 ,40,200,1,365,280
90%,,1.00,48.87416,2.36427,Paris,75010,Île-de-France,3,Entire home/apt,1,1,2,95 ,25,,2,1125,131
,,1.00,48.86686,2.37451,Paris,75011,Île-de-France,4,Entire home/apt,1,1,1,100 ,30,500,3,15,1
100%,,1.00,48.85951,2.40311,Paris,75020,Île-de-France,3,Entire home/apt,2,1,1,75 ,50,200,10,1125,5
100%,,1.00,48.87326,2.35885,Paris,75010,Île-de-France,6,Entire home/apt,3,1,3,230 ,60,1000,5,30,20
100%,,2.00,48.89261,2.32672,Paris,75017,Île-de-France,6,Entire home/apt,2,1,2,90 ,60,300,5,1125,1
90%,,1.00,48.85946,2.28045,Paris,75116,Île-de-France,6,Entire home/apt,4,2,4,280 ,100,1000,14,75,25
,,1.00,48.87049,2.36172,Paris,75010,Île-de-France,3,Entire home/apt,1,1,2,60 ,25,,5,1125,13
,,1.00,48.867,2.36339,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,75 ,30,500,2,1125,58
,,1.00,48.88072,2.32913,Paris,75009,Île-de-France,1,Private room,1,1,1,65 ,,100,1,1125,0
100%,,1.00,48.85119,2.39196,Paris,75011,Île-de-France,4,Entire home/apt,1,1,2,68 ,35,200,2,1125,42
100%,,1.00,48.83465,2.28965,Paris,75015,Île-de-France,4,Entire home/apt,1,1,1,70 ,30,400,3,7,18
,,1.00,48.85971,2.38577,Paris,75011,Île-de-France,2,Entire home/apt,0,1,1,38 ,,,1,1125,5
100%,,1.00,48.87131,2.32314,Paris,75008,Île-de-France,4,Entire home/apt,2,2,2,350 ,73,1500,4,120,54
,,1.00,48.85244,2.40199,Paris-20E-Arrondissement,75020,Île-de-France,5,Entire home/apt,1,1,3,79 ,25,,3,1125,23
,,1.00,48.88416,2.32458,Paris,75017,Île-de-France,2,Private room,1,1,1,650 ,,,1,1125,0
,,1.00,48.8705,2.39171,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,60 ,30,200,6,60,0
70%,,1.00,48.88794,2.37693,Paris,75019,Île-de-France,5,Entire home/apt,3,1,3,130 ,35,500,4,18,35
,,1.00,48.87104,2.39468,Paris,75020,Île-de-France,2,Shared room,1,1,1,50 ,,,1,1125,1
,,1.00,48.86941,2.37605,Paris,75011,Île-de-France,4,Entire home/apt,1,1,2,100 ,,300,2,1125,8
,,1.00,48.86894,2.37267,Paris,75011,Île-de-France,2,Private room,1,1,1,28 ,,90,1,1125,17
100%,,1.00,48.86762,2.40702,Paris,75020,Île-de-France,2,Private room,1,1,1,50 ,30,0,1,30,10
,,1.00,48.83071,2.31432,Paris,75014,Île-de-France,3,Entire home/apt,1,1,2,150 ,30,300,2,1125,16
,,2.00,48.84293,2.3499,Paris,75005,Île-de-France,3,Entire home/apt,0,1,1,60 ,10,0,1,1125,33
,,1.00,48.85486,2.38742,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,95 ,40,,5,21,0
,,1.00,48.84101,2.25818,Paris,75016,Île-de-France,2,Private room,1,1,1,50 ,20,100,1,1125,2
100%,,1.00,48.86713,2.39794,Paris,75020,Île-de-France,4,Entire home/apt,2,1,3,90 ,20,90,3,20,11
,,1.00,48.87124,2.36951,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,70 ,,150,4,1125,7
43%,,2.00,48.87533,2.38294,Paris,75019,Île-de-France,4,Entire home/apt,2,1,2,80 ,60,300,1,1125,2
,,1.00,48.86149,2.36241,Paris,75003,Île-de-France,3,Entire home/apt,1,1,1,70 ,,300,1,1125,0
,,1.00,48.87384,2.30649,Paris,75008,Île-de-France,4,Entire home/apt,2,1,2,180 ,35,250,1,21,0
,,1.00,48.88324,2.34417,Paris,75018,Île-de-France,5,Entire home/apt,2,1,3,100 ,30,0,6,30,13
100%,,1.00,48.86643,2.23081,Paris,75016,Île-de-France,5,Entire home/apt,2,2,2,290 ,200,500,4,30,22
99%,,69.00,48.87148,2.29707,Paris,75008,Île-de-France,2,Entire home/apt,0,1,1,68 ,60,0,2,1125,30
67%,,1.00,48.87265,2.35912,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,80 ,20,900,7,1125,0
